Name;ISIN;Ticker;Market Index;Earliest Data;Latest Data
Xtrackers JPX-Nikkei 400 UCITS ETF 3C EUR hedged;IE00BRB36B93;XDNE;JPX-Nikkei 400 Daily (EUR Hedged);January 2015;February 2024
Invesco JPX-Nikkei 400 EUR Hedged UCITS ETF;IE00BVGC6645;NS4E;JPX-Nikkei 400 Daily (EUR Hedged);January 2015;February 2024
Nomura JPX-Nikkei 400 NTR D EUR Hedged UCITS ETF;IE00BVVSZ262;NJXE;JPX-Nikkei 400 Daily (EUR Hedged);January 2015;February 2024
Lyxor MSCI Japan ESG Leaders Extra (DR) UCITS ETF - Daily Hedged to EUR - Acc;LU1646359965;JPXH, LMVD;JPX-Nikkei 400 Daily (EUR Hedged);January 2015;February 2024
Amundi JPX Nikkei 400 UCITS ETF Daily Hedged EUR (C);LU1681039134;JP4H, JPHE;JPX-Nikkei 400 Daily (EUR Hedged);January 2015;February 2024
Franklin Emerging Markets UCITS ETF;IE00BF2B0K52;FLXE, FREM;LibertyQ Emerging Markets;October 2003;September 2023
VanEck Defense UCITS ETF A;IE000YYE6WK5;DFEN, DFNG, DFNS;MarketVector Global Defense Industry;December 2020;October 2024
VanEck Uranium and Nuclear Technologies UCITS ETF A;IE000M7V94E1;NUCG, NUCL, NUKL;MarketVector Global Uranium and Nuclear Energy Infrastructure;December 2021;October 2024
VanEck Video Gaming and eSports UCITS ETF;IE00BYWQWR46;ESGB, ESP0, ESPO;MarketVector Global Video Gaming & eSports ESG;December 2021;October 2024
Xtrackers Eurozone Government Bond 3-5 UCITS ETF 1C;LU0290356954;DBXQ, X35E;Markit iBoxx EUR Eurozone (DE ES FR IT NL) 3-5;January 2007;November 2024
Xtrackers Eurozone Government Bond 3-5 UCITS ETF 1D;LU0614173895;X03C;Markit iBoxx EUR Eurozone (DE ES FR IT NL) 3-5;January 2007;November 2024
iShares EUR Ultrashort Bond UCITS ETF EUR (Acc);IE000RHYOR04;ERNX;Markit iBoxx EUR Liquid Investment Grade Ultrashort;October 2013;November 2024
iShares EUR Ultrashort Bond UCITS ETF EUR (Dist);IE00BCRY6557;ERN1, ERNE, IS3M;Markit iBoxx EUR Liquid Investment Grade Ultrashort;October 2013;November 2024
iShares GBP Ultrashort Bond UCITS ETF;IE00BCRY6441;ERNS;Markit iBoxx GBP Liquid Investment Grade Ultrashort;October 2013;November 2024
iShares Global High Yield Corp Bond GBP Hedged UCITS ETF (Dist);IE00B8KQFS66;GHYS;Markit iBoxx Global Developed Markets Liquid High Yield Capped (GBP Hedged);June 2013;November 2024
iShares Global High Yield Corp Bond UCITS ETF GBP Hedged (Dist);IE00BJSFQX44;GHYG;Markit iBoxx Global Developed Markets Liquid High Yield Capped (GBP Hedged);June 2013;November 2024
iShares MDAX UCITS ETF (DE);DE0005933923;EXS3, MDAXEX;MDAX;March 1999;November 2024
iShares MDAX® UCITS ETF (DE) EUR (Dist);DE000A2QP349;EXID;MDAX;March 1999;November 2024
Amundi MDAX UCITS ETF Dist;FR0011857234;MD4X;MDAX;March 1999;November 2024
Invesco MDAX UCITS ETF A;IE00BHJYDV33;DEAM;MDAX;March 1999;November 2024
VanEck Vectors Morningstar Developed Markets Dividend Leaders UCITS ETF;NL0011683594;TDGB, TDIV, VDIV;Morningstar Developed Markets Large Cap Dividend Leaders;April 2016;March 2023
VanEck Morningstar US Sustainable Wide Moat UCITS ETF;IE00BQQP9H09;GMVM, MOAT, MOGB;Morningstar US Sustainable Moat Focus;December 2015;November 2024
Lyxor PEA Asie Pacifique (MSCI AC Asia Pacific Ex Japan) UCITS ETF - Acc;FR0011869312;PAEJ;MSCI AC Asia Pacific ex-Japan;December 1987;July 2024
Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF Acc;LU1900068328;AEJ, AEJL, LASP, LYAEJ;MSCI AC Asia Pacific ex-Japan;December 1987;July 2024
Lyxor MSCI AC Asia Pacific Ex Japan UCITS ETF USD;LU1900068674;LYPXJ;MSCI AC Asia Pacific ex-Japan;December 1987;July 2024
iShares MSCI AC Far East ex-Japan UCITS ETF;IE00B0M63730;IDFF, IFFF, IQQF;MSCI AC Far East ex-Japan;December 1987;July 2024
HSBC MSCI AC Far East ex Japan UCITS ETF USD;IE00BBQ2W338;H411, HMAD, HMAF;MSCI AC Far East ex-Japan;December 1987;July 2024
SPDR MSCI ACWI UCITS ETF;IE00B44Z5B48;ACWD, ACWE, ACWI, SPYY;MSCI ACWI;December 1987;November 2024
iShares MSCI ACWI UCITS ETF (Acc);IE00B6R52259;ISAC, IUSQ, SSAC;MSCI ACWI;December 1987;November 2024
UBS ETFs plc – MSCI ACWI SF UCITS ETF (USD) A-UKdis;IE00BJXFZ989;ACWUKD;MSCI ACWI;December 1987;November 2024
UBS ETF (IE) MSCI ACWI SF UCITS ETF (USD) A-acc;IE00BYM11H29;ACWIA;MSCI ACWI;December 1987;November 2024
Amundi MSCI All Country World UCITS ETF USD Acc;LU1829220133;ACWL, ACWU, LYAC;MSCI ACWI;December 1987;November 2024
Amundi MSCI All Country World UCITS ETF EUR Acc;LU1829220216;ACWI, LYY0;MSCI ACWI;December 1987;November 2024
SPDR MSCI ACWI IMI UCITS ETF;IE00B3YLTY66;IMID, IMIE, SPYI;MSCI ACWI IMI;May 1994;November 2024
Amundi MSCI Robotics & AI ESG Screened UCITS ETF Acc;LU1861132840;GOAI;MSCI ACWI IMI Robotics & AI ESG Filtered;September 2018;November 2024
iShares MSCI Global Semiconductors UCITS ETF USD (Acc);IE000I8KRLL9;SEC0, SEME, SEMI;MSCI ACWI IMI Semiconductors & Semiconductor Equipment ESG Screened Select Capped;July 2021;November 2024
Xtrackers MSCI AC World ESG Screened UCITS ETF 1C;IE00BGHQ0G80;XMAW;MSCI ACWI Select ESG Screened;November 2021;November 2024
Amundi MSCI Semiconductors ESG Screened UCITS ETF Acc;LU1900066033;CHIP, LSMC, LTWN, SEMG, SEMU;MSCI ACWI Semiconductors & Semiconductor Equipment ESG Filtered;October 2012;November 2024
iShares MSCI Australia UCITS ETF;IE00B5377D42;IAUS, IBC6, SAUS;MSCI Australia;January 2010;November 2024
UBS ETF (IE) MSCI Australia UCITS ETF (AUD) A-dis;IE00BD4TY345;AUAD, AUSAUY;MSCI Australia;January 2010;November 2024
HSBC MSCI Canada UCITS ETF USD;DE000A1JF7N6;H4ZR;MSCI Canada;December 1978;November 2024
HSBC MSCI Canada UCITS ETF USD;IE00B51B7Z02;H4ZR, H4ZX, HCAD, HCAN;MSCI Canada;December 1978;November 2024
iShares MSCI Canada UCITS ETF (Acc);IE00B52SF786;CCAU, CSCA, SXR2;MSCI Canada;December 1978;November 2024
UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis;LU0446734872;CANCDA, CANEUA, UB23, UIM9;MSCI Canada;December 1978;November 2024
Xtrackers MSCI Canada UCITS ETF 1C;LU0476289540;D5BH, XCAD, XCAN;MSCI Canada;December 1978;November 2024
Lyxor MSCI Canada UCITS ETF - Dist;LU0496786731;CAN, LCAN, LYPT;MSCI Canada;December 1978;November 2024
UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-acc;LU0950672807;CANA;MSCI Canada;December 1978;November 2024
Deka MSCI China UCITS ETF;DE000ETFL326;EL46;MSCI China;December 1992;November 2024
HSBC MSCI China UCITS ETF USD (Acc);IE0007P4PBU1;H4Z6, HCHA, HCHS;MSCI China;December 1992;November 2024
HSBC MSCI China UCITS ETF USD;IE00B44T3H88;CNY, H4ZP, H4ZY, HMCD, HMCH;MSCI China;December 1992;November 2024
iShares MSCI China UCITS ETF USD (Acc);IE00BJ5JPG56;ICGA, ICHN;MSCI China;December 1992;November 2024
iShares MSCI China UCITS ETF USD (Dist);IE00BL977C92;ICHD;MSCI China;December 1992;November 2024
Xtrackers MSCI China UCITS ETF 1C;LU0514695690;XCS6, XCX6, XMCH;MSCI China;December 1992;November 2024
Amundi MSCI China UCITS ETF Acc;LU1841731745;L4K3, LCCN;MSCI China;December 1992;November 2024
Xtrackers MSCI China UCITS ETF 1D;LU2456436083;XCS7, XCX7;MSCI China;December 1992;November 2024
Amundi MSCI China A UCITS ETF Acc;FR0011720911;CNAA, CNAL;MSCI China A;November 2008;November 2024
L&G E Fund MSCI China A UCITS ETF;IE00BHBFDF83;CASE, CASH;MSCI China A;November 2008;November 2024
UBS ETF (IE) MSCI China A SF UCITS ETF (USD) A-acc;IE00BKFB6K94;CNAUA, CNUA;MSCI China A;November 2008;November 2024
Amundi MSCI China A II UCITS ETF Dist;LU2572256746;C024, C025;MSCI China A;November 2008;November 2024
HSBC MSCI China A UCITS ETF USD (Acc);IE000Z4OYPZ6;HCAA, HCAS;MSCI China A Inclusion;August 2017;November 2024
HSBC MSCI China A Inclusion UCITS ETF;IE00BF4NQ904;H41K, HMCA, HMCT;MSCI China A Inclusion;August 2017;November 2024
iShares MSCI China A UCITS ETF;IE00BQT3WG13;36BZ, CNYA, IASH;MSCI China A Inclusion;August 2017;November 2024
iShares MSCI EM ESG Enhanced UCITS ETF USD (Dist);IE00BHZPJ122;EEDM, EGDM;MSCI EM ESG Enhanced Focus CTB;May 2013;November 2024
iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc);IE00BHZPJ239;EDG2, EDM2, EMEG;MSCI EM ESG Enhanced Focus CTB;May 2013;November 2024
Deka MSCI Emerging Markets UCITS ETF;DE000ETFL342;EL40;MSCI Emerging Markets;December 1987;November 2024
Amundi MSCI Emerging Markets III UCITS ETF EUR Acc;FR0010429068;EMKT, LEM, LEMC, LYM7;MSCI Emerging Markets;December 1987;November 2024
Amundi MSCI Emerging Markets III UCITS ETF USD Acc;FR0010435297;LEMD, LEML, LNY4, LYLEM;MSCI Emerging Markets;December 1987;November 2024
Xtrackers MSCI Emerging Markets UCITS ETF 1D;IE000GWA2J58;XEMD;MSCI Emerging Markets;December 1987;November 2024
HSBC MSCI Emerging Markets UCITS ETF USD (Acc);IE000KCS7J59;H4Z3, HEMA, HEMC;MSCI Emerging Markets;December 1987;November 2024
Vanguard Emerging Markets Stock Index Fund - Investor Accumulation (EUR);IE0031786142;;MSCI Emerging Markets;December 1987;November 2024
iShares MSCI EM UCITS ETF (Dist);IE00B0M63177;IDEM, IEEM, IEMM, IQQE;MSCI Emerging Markets;December 1987;November 2024
Invesco MSCI Emerging Markets UCITS ETF;IE00B3DWVS88;EMSM, MXFP, MXFS;MSCI Emerging Markets;December 1987;November 2024
UBS ETF (IE) MSCI Emerging Markets SF UCITS ETF (USD) A-acc;IE00B3Z3FS74;EGUSAS, EMGEAS;MSCI Emerging Markets;December 1987;November 2024
SPDR MSCI Emerging Markets UCITS ETF;IE00B469F816;EMRD, EMRG, SPYM;MSCI Emerging Markets;December 1987;November 2024
iShares MSCI EM UCITS ETF (Acc);IE00B4L5YC18;EUNM, IEMA, SEMA;MSCI Emerging Markets;December 1987;November 2024
HSBC MSCI Emerging Markets UCITS ETF USD;IE00B5SSQT16;H410, HMEF, HMEM;MSCI Emerging Markets;December 1987;November 2024
Xtrackers MSCI Emerging Markets UCITS ETF 1C;IE00BTJRMP35;XMME, XMMS;MSCI Emerging Markets;December 1987;November 2024
Xtrackers MSCI Emerging Markets Swap UCITS ETF 1C;LU0292107645;DBX1, XMEM, XMMD;MSCI Emerging Markets;December 1987;November 2024
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-dis;LU0480132876;EMMEUA, EMMUSA, UB30, UB32, UIMI;MSCI Emerging Markets;December 1987;November 2024
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-acc;LU0950674175;EMMUSC;MSCI Emerging Markets;December 1987;November 2024
Amundi Index MSCI Emerging Markets UCITS ETF DR (C);LU1437017350;10AF, AEME;MSCI Emerging Markets;December 1987;November 2024
Amundi MSCI Emerging Markets UCITS ETF EUR (C);LU1681045370;AEEM, AMEM;MSCI Emerging Markets;December 1987;November 2024
Amundi MSCI Emerging Markets UCITS ETF USD;LU1681045453;AUEG, AUEM, X9I1;MSCI Emerging Markets;December 1987;November 2024
Amundi Index MSCI Emerging Markets UCITS ETF DR (D);LU1737652583;AEMD;MSCI Emerging Markets;December 1987;November 2024
Amundi Index MSCI Emerging Markets UCITS ETF DR - USD (D);LU2277591868;AEMU;MSCI Emerging Markets;December 1987;November 2024
Amundi MSCI Emerging Markets II UCITS ETF Dist;LU2573966905;AE5A, CBMEM, E127, U127;MSCI Emerging Markets;December 1987;November 2024
Amundi MSCI Emerging Markets II UCITS ETF Acc;LU2573967036;LEMA;MSCI Emerging Markets;December 1987;November 2024
Xtrackers MSCI Emerging Markets Swap UCITS ETF 1D;LU2675291913;XMCM;MSCI Emerging Markets;December 1987;November 2024
Amundi ETF PEA MSCI Emerging Asia UCITS ETF;FR0013412012;PAASI;MSCI Emerging Markets Asia;December 1987;November 2024
SPDR MSCI EM Asia UCITS ETF;IE00B466KX20;EMAD, EMAE, EMAS, SPYA;MSCI Emerging Markets Asia;December 1987;November 2024
iShares MSCI EM Asia UCITS ETF (Acc);IE00B5L8K969;CEA1, CEBL, CEMA, CSEMAS;MSCI Emerging Markets Asia;December 1987;November 2024
Xtrackers MSCI EM Asia Swap UCITS ETF 1C;LU0292107991;DBX2, XMAD, XMAI, XMAS;MSCI Emerging Markets Asia;December 1987;November 2024
Amundi MSCI Emerging Markets Asia UCITS ETF EUR (C);LU1681044480;AASI, AMEA;MSCI Emerging Markets Asia;December 1987;November 2024
Amundi ETF MSCI Emerging Markets Asia UCITS ETF USD;LU1681044563;AASG, AASU;MSCI Emerging Markets Asia;December 1987;November 2024
Amundi MSCI Emerging Asia II UCITS ETF Acc;LU1781541849;LCAL, LCAS, LCUA;MSCI Emerging Markets Asia;December 1987;November 2024
iShares MSCI EM ex-China UCITS ETF USD (Acc);IE00BMG6Z448;84X0, EXCH, EXCS, MTPI;MSCI Emerging Markets ex China;December 1998;November 2024
Amundi MSCI Emerging Ex China UCITS ETF Acc;LU2009202107;EMXC;MSCI Emerging Markets ex China;December 1998;November 2024
UBS ETF (LU) MSCI Emerging Markets ex China UCITS ETF (USD) A-acc;LU2050966394;4UBL, EMXCN;MSCI Emerging Markets ex China;December 1998;November 2024
iShares Core MSCI Emerging Markets IMI UCITS ETF;IE00BD45KH83;EIMU, EMGU, IBC3;MSCI Emerging Markets IMI;May 1994;November 2024
iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc);IE00BKM4GZ66;EIMI, EMIM, IS3N;MSCI Emerging Markets IMI;May 1994;November 2024
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist);IE00BFNM3N12;GEDM, OM3Y, SEDM;MSCI Emerging Markets IMI ESG Screened;May 2012;November 2024
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc);IE00BFNM3P36;AYEM, SAEM, SEGM;MSCI Emerging Markets IMI ESG Screened;May 2012;November 2024
HSBC MSCI EM Latin America UCITS ETF USD;IE00B4TS3815;H4ZW, H4ZZ, HMLA, HMLD;MSCI Emerging Markets Latin America;December 1987;November 2024
Xtrackers MSCI EM Latin America ESG Swap UCITS ETF 1C;LU0292108619;DBX3, XMLA, XMLD;MSCI Emerging Markets Latin America;December 1987;November 2024
Amundi MSCI Emerging Markets Latin America UCITS ETF EUR (C);LU1681045024;ALAT, AMEL;MSCI Emerging Markets Latin America;December 1987;November 2024
Amundi ETF MSCI Emerging Markets Latin America UCITS ETF USD;LU1681045297;ALAG, ALAU;MSCI Emerging Markets Latin America;December 1987;November 2024
Lyxor MSCI EM Latin America UCITS ETF - Acc;LU1900066629;LATAM, LLAM, LTM, LYLTM;MSCI Emerging Markets Latin America;December 1987;November 2024
iShares Edge MSCI EM Minimum Volatility UCITS ETF;IE00B8KGV557;EMLV, EMMV, EMV, EUNZ;MSCI Emerging Markets Minimum Volatility;May 1993;November 2024
iShares Edge MSCI EM Value Factor UCITS ETF USD(Acc);IE00BG0SKF03;5MVL, EMVL;MSCI Emerging Markets Select Value Factor Focus;December 2018;November 2024
iShares MSCI Emerging Markets Small Cap UCITS ETF;IE00B3F81G20;EUNI, IEMS;MSCI Emerging Markets Small Cap;May 1994;November 2024
SPDR MSCI Emerging Markets Small Cap UCITS ETF;IE00B48X4842;EMSD, EMSM, SPYX;MSCI Emerging Markets Small Cap;May 1994;November 2024
iShares MSCI EM SRI UCITS ETF USD (Dist);IE00BGDQ0T50;36B5, SEMD;MSCI Emerging Markets SRI Select Reduced Fossil Fuels;May 2013;November 2024
iShares MSCI EM SRI UCITS ETF;IE00BYVJRP78;QDVS, SUES, SUSM;MSCI Emerging Markets SRI Select Reduced Fossil Fuels;May 2013;November 2024
iShares Core MSCI EMU UCITS ETF EUR (Acc);IE00B53QG562;CEMU, CEU, CEU1, CSEMU, IEMU, SXR7;MSCI EMU;December 1987;November 2024
SPDR MSCI EMU UCITS ETF;IE00B910VR50;EMUE, EURO, ZPRE;MSCI EMU;December 1987;November 2024
iShares Core MSCI EMU UCITS ETF EUR (Dist);IE00BYXZ2585;CEUD, ICEUD;MSCI EMU;December 1987;November 2024
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-dis;LU0147308422;EMUEUA, UB06, UIM4;MSCI EMU;December 1987;November 2024
Xtrackers MSCI EMU UCITS ETF 1D;LU0846194776;XD5E;MSCI EMU;December 1987;November 2024
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-acc;LU0950668870;EMUAA;MSCI EMU;December 1987;November 2024
Amundi Index MSCI EMU UCITS ETF DR EUR (C);LU1602144575;AMED, CMU;MSCI EMU;December 1987;November 2024
Amundi MSCI EMU UCITS ETF Dist;LU1646360971;EMU, LMVF, LYMFE, MFE, MFEX;MSCI EMU;December 1987;November 2024
Amundi ETF MSCI EMU High Dividend UCITS ETF EUR (C);FR0010717090;18M2, CD8;MSCI EMU High Dividend Yield;June 1995;November 2024
iShares MSCI EMU Small Cap UCITS ETF (Acc);IE00B3VWMM18;CES1, CEUS, CSEMUS, SXRJ;MSCI EMU Small Cap;December 2000;November 2024
UBS ETF (LU) MSCI EMU Small Cap UCITS ETF (EUR) A-dis;LU0671493277;ESCEUA, UB69, UEFD;MSCI EMU Small Cap;December 2000;November 2024
Amundi MSCI EMU Small Cap ESG CTB Net Zero Ambition UCITS ETF;LU1598689153;LGWU, MMS;MSCI EMU Small Cap;December 2000;November 2024
HSBC MSCI Europe UCITS ETF EUR;DE000A1C22L5;H4ZE;MSCI Europe;December 1978;November 2024
Amundi MSCI Europe II UCITS ETF Acc;FR0010261198;LYMEU, LYY5, MEU, MEUG;MSCI Europe;December 1978;November 2024
Amundi ETF PEA MSCI Europe UCITS ETF;FR0013412038;PCEU;MSCI Europe;December 1978;November 2024
iShares Core MSCI Europe UCITS ETF EUR (Dist);IE00B1YZSC51;IMEU, IQQY, ISEU;MSCI Europe;December 1978;November 2024
iShares Core MSCI Europe UCITS ETF EUR (Acc);IE00B4K48X80;EUNK, IMAE, IMEA, SMEA;MSCI Europe;December 1978;November 2024
HSBC MSCI Europe UCITS ETF EUR;IE00B5BD5K76;H4ZE, HEU, HMEU;MSCI Europe;December 1978;November 2024
Invesco MSCI Europe UCITS ETF;IE00B60SWY32;MXEU, SC0E, SMEU, SMSEUR;MSCI Europe;December 1978;November 2024
SPDR MSCI Europe UCITS ETF;IE00BKWQ0Q14;ERO, EROX, SPYE;MSCI Europe;December 1978;November 2024
Xtrackers MSCI Europe UCITS ETF 1C;LU0274209237;DBXA, XMED, XMEU;MSCI Europe;December 1978;November 2024
Xtrackers MSCI Europe UCITS ETF 1D;LU1242369327;XIEE;MSCI Europe;December 1978;November 2024
Amundi ETF MSCI Europe UCITS ETF DR;LU1437015735;CEU2;MSCI Europe;December 1978;November 2024
Amundi MSCI Europe UCITS ETF EUR (C);LU1681042609;CEU, CEUG, CEUR, UCEU;MSCI Europe;December 1978;November 2024
Amundi Index MSCI Europe UCITS ETF DR EUR (D);LU1737652310;10AI, CE2D;MSCI Europe;December 1978;November 2024
iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Dist);IE00BG13YH41;IEDL;MSCI Europe Enhanced Value;November 1997;November 2024
iShares Edge MSCI Europe Value Factor UCITS ETF;IE00BQN1K901;CEMS, IEFV, IEVL;MSCI Europe Enhanced Value;November 1997;November 2024
Xtrackers MSCI Europe Value UCITS ETF 1C;LU0486851024;D5BL;MSCI Europe Enhanced Value;November 1997;November 2024
BNP Paribas Easy MSCI Europe ex Controversial Weapons UCITS ETF;LU1291099718;EEUE, EEUX;MSCI Europe ex Controversial Weapons;May 2006;November 2024
Amundi ETF MSCI Europe Growth UCITS ETF;LU1681042435;CG9;MSCI Europe Growth;December 1978;November 2024
Amundi MSCI Europe High Dividend Factor UCITS ETF EUR (C);LU1681041973;CD9, EHF1;MSCI Europe High Dividend Yield;June 1994;November 2024
iShares MSCI Europe Quality Dividend ESG UCITS ETF EUR (Dist);IE00BYYHSM20;EQDS, EQDV, QDVX;MSCI Europe High Dividend Yield ESG Reduced Carbon Target Select;June 2017;November 2024
Xtrackers MSCI Europe ESG UCITS ETF 1C;IE00BFMNHK08;XZEU;MSCI Europe Low Carbon SRI Leaders;November 2010;November 2024
Deka MSCI Europe MC UCITS ETF;DE000ETFL292;EL43;MSCI Europe Mid Cap;May 1994;November 2024
iShares MSCI Europe Mid Cap UCITS ETF EUR (Acc);IE00BF20LF40;EUMD;MSCI Europe Mid Cap;May 1994;November 2024
iShares MSCI Europe Mid Cap UCITS ETF;IE00BYXYX745;EMID;MSCI Europe Mid Cap;May 1994;November 2024
Xtrackers MSCI Europe Mid Cap UCITS ETF 1C;LU0322253732;DX2I, XEUM;MSCI Europe Mid Cap;May 1994;November 2024
Lyxor MSCI Europe Mid Cap UCITS ETF;LU0392496260;CBEUMC, X025;MSCI Europe Mid Cap;May 1994;November 2024
Amundi ETF MSCI Europe Low Size Factor UCITS ETF;LU1681041544;CEM;MSCI Europe Mid Cap;May 1994;November 2024
iShares Edge MSCI Europe Minimum Volatility UCITS ETF;IE00B86MWN23;EUN0, IMV, IMVU, MVEU;MSCI Europe Minimum Volatility;November 2001;November 2024
iShares Edge MSCI Europe Minimum Volatility UCITS ETF EUR (Dist);IE00BG13YK79;MVED;MSCI Europe Minimum Volatility;November 2001;November 2024
Amundi MSCI Europe Minimum Volatility Factor UCITS ETF EUR (C);LU1681041627;MIVA, MIVO;MSCI Europe Minimum Volatility;November 2001;November 2024
iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Dist);IE00BG13YJ64;IEMD;MSCI Europe Momentum;June 1994;November 2024
iShares Edge MSCI Europe Momentum Factor UCITS ETF;IE00BQN1K786;CEMR, IEFM, IEMO;MSCI Europe Momentum;June 1994;November 2024
Amundi MSCI Europe Momentum Factor UCITS ETF EUR (C);LU1681041460;MCEU, MJMT;MSCI Europe Momentum;June 1994;November 2024
Amundi MSCI Europe Quality Factor UCITS ETF EUR (C);LU1681041890;AMEQ, QCEU;MSCI Europe Quality;June 1994;November 2024
iShares Edge MSCI Europe Quality Factor UCITS ETF EUR (Dist);IE00BG13YG34;IEQD, IS0W;MSCI Europe Sector Neutral Quality;November 1998;November 2024
iShares Edge MSCI Europe Quality Factor UCITS ETF;IE00BQN1K562;CEMQ, IEFQ, IEQU;MSCI Europe Sector Neutral Quality;November 1998;November 2024
SPDR MSCI Europe Small Cap UCITS ETF;IE00BKWQ0M75;EUSC, SMC, SMCX, SPYS;MSCI Europe Small Cap;December 2000;November 2024
Xtrackers MSCI Europe Small Cap UCITS ETF 1C;LU0322253906;DX2J, XXSC;MSCI Europe Small Cap;December 2000;November 2024
ComStage MSCI Europe Small Cap UCITS ETF;LU0392496344;CMEUSC, X026;MSCI Europe Small Cap;December 2000;November 2024
BNP Paribas Easy MSCI Europe Small Caps SRI S-Series 5% Capped UCITS ETF;LU1291101555;EESM;MSCI Europe Small Cap SRI S-Series 5% Capped;December 2010;November 2024
SPDR MSCI Europe Small Cap Value Weighted UCITS ETF;IE00BSPLC298;EUSV, ZPRX;MSCI Europe Small Cap Value Weighted;November 1994;November 2024
Amundi Index MSCI Europe SRI PAB UCITS ETF DR (C);LU1861137484;ESRG, ESRU, EUSRI, MIVB;MSCI Europe SRI Filtered PAB;October 2018;November 2024
Amundi Index MSCI Europe SRI PAB UCITS ETF DR (D);LU2059756598;ACU7, EDSRI, ESDG, ESDU;MSCI Europe SRI Filtered PAB;October 2018;November 2024
iShares MSCI Europe SRI UCITS ETF (Acc);IE00B52VJ196;IESE, IESG, IUSK;MSCI Europe SRI Select Reduced Fossil Fuel;May 2012;November 2024
iShares MSCI Europe SRI UCITS ETF EUR (Dist);IE00BGDPWW94;36B3, ISED;MSCI Europe SRI Select Reduced Fossil Fuel;May 2012;November 2024
Invesco MSCI Europe Value UCITS ETF;IE00B3LK4Z20;EMSV;MSCI Europe Value;December 1978;November 2024
Amundi ETF MSCI Europe Value Factor UCITS ETF EUR;LU1681042518;CV9, VCEU;MSCI Europe Value;December 1978;November 2024
Amundi ETF MSCI France UCITS ETF;FR0010655704;CF1, X13J;MSCI France;December 1978;October 2024
iShares MSCI France UCITS ETF;IE00BP3QZJ36;IFRE, IS3U, ISFR;MSCI France;December 1978;October 2024
Amundi MSCI India II UCITS ETF EUR Acc;FR0010361683;INDI, INR, LYINC, LYMD;MSCI India;December 1992;November 2024
Amundi MSCI India II UCITS ETF USD Acc;FR0010375766;INRL, INRU, LYINR, NK4G;MSCI India;December 1992;November 2024
Lyxor PEA Inde (MSCI India) UCITS ETF - Capi;FR0011869320;PINR;MSCI India;December 1992;November 2024
iShares MSCI India UCITS ETF USD (Acc);IE00BZCQB185;IIND, NDIA, QDV5;MSCI India;December 1992;November 2024
Xtrackers MSCI India Swap UCITS ETF 1C;LU0514695187;XCS5, XCX5;MSCI India;December 1992;November 2024
Amundi MSCI India UCITS ETF EUR (C);LU1681043086;18MK, CI2, CI2E;MSCI India;December 1992;November 2024
Amundi ETF MSCI India UCITS ETF USD;LU1681043169;CI2G, CI2U, CI2USD;MSCI India;December 1992;November 2024
Deka MSCI Japan UCITS ETF;DE000ETFL300;EL44;MSCI Japan;December 1978;October 2024
iShares MSCI Japan UCITS ETF (Dist);IE00B02KXH56;IJPN, IJPU, IQQJ;MSCI Japan;December 1978;October 2024
iShares MSCI Japan UCITS ETF USD (Acc);IE00B53QDK08;CJPU, CSJP, SXR5;MSCI Japan;December 1978;October 2024
HSBC MSCI Japan UCITS ETF USD;IE00B5VX7566;H4ZC, HMJD, HMJP, MJP;MSCI Japan;December 1978;October 2024
Invesco MSCI Japan UCITS ETF;IE00B60SX287;MXJP, SC0I, SMSJPN;MSCI Japan;December 1978;October 2024
SPDR MSCI Japan UCITS ETF;IE00BZ0G8B96;JPJP, JPJY, ZPDJ;MSCI Japan;December 1978;October 2024
UBS ETF (LU) MSCI Japan UCITS ETF (JPY) A-dis;LU0136240974;JPNEUA, JPNJPA, UB02, UC65, UIM5;MSCI Japan;December 1978;October 2024
Xtrackers MSCI Japan UCITS ETF 1C;LU0274209740;DBXJ, XMJD, XMJP;MSCI Japan;December 1978;October 2024
ComStage MSCI Japan UCITS ETF;LU0392495452;CBMJ, X017;MSCI Japan;December 1978;October 2024
UBS ETF (LU) MSCI Japan UCITS ETF (JPY) A-acc;LU0950671825;JPNA;MSCI Japan;December 1978;October 2024
Amundi Index MSCI Japan UCITS ETF DR EUR (C);LU1602144732;CJ1, J1GR;MSCI Japan;December 1978;October 2024
Amundi ETF MSCI Japan UCITS ETF DR JPY;LU1602144815;CJ1G, CJ1U, CJ1Y;MSCI Japan;December 1978;October 2024
Amundi MSCI Japan UCITS ETF Acc;LU1781541252;LCJD, LCJP, LCUJ;MSCI Japan;December 1978;October 2024
